TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-04-02,2026-04-02,FO,BSE,IDO,863919,,SENSEX,,2026-04-02,2026-04-02,77800.00,CE,SENSEX2640277800CE,1.40,4.90,0.05,73319.55,0.05,1.85,73319.55,73319.55,39900,-94360,381520,29682543014.00,3501,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,863939,,SENSEX,,2026-04-02,2026-04-02,74700.00,CE,SENSEX2640274700CE,60.00,60.00,0.05,73319.55,0.05,85.90,73319.55,73319.55,357380,89480,20239840,1511950494384.00,135965,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,863950,,SENSEX,,2026-04-02,2026-04-02,82400.00,CE,SENSEX2640282400CE,0.95,1.10,0.05,73319.55,0.05,0.85,73319.55,73319.55,1000,-1380,9420,776212245.00,92,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,863955,,SENSEX,,2026-04-02,2026-04-02,92400.00,CE,SENSEX2640292400CE,1.00,1.80,0.05,73319.55,0.40,0.55,73319.55,73319.55,1480,960,2340,216217099.00,32,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864022,,SENSEX,,2026-04-02,2026-04-02,92600.00,CE,SENSEX2640292600CE,2.25,2.25,0.05,73319.55,0.15,0.45,73319.55,73319.55,520,-720,3580,331509775.00,74,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864037,,SENSEX,,2026-04-02,2026-04-02,77300.00,CE,SENSEX2640277300CE,0.70,1.85,0.05,73319.55,0.05,3.00,73319.55,73319.55,27100,-194500,785120,60690318815.00,6036,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864088,,SENSEX,,2026-04-02,2026-04-02,86500.00,CE,SENSEX2640286500CE,0.50,0.50,0.10,73319.55,0.10,0.50,73319.55,73319.55,840,240,4800,415201682.00,46,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864168,,SENSEX,,2026-04-02,2026-04-02,84400.00,CE,SENSEX2640284400CE,0.50,1.45,0.05,73319.55,0.10,0.65,73319.55,73319.55,1700,-680,3620,305529999.00,83,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864226,,SENSEX,,2026-04-02,2026-04-02,75700.00,PE,SENSEX2640275700PE,3990.00,4052.20,2305.75,73319.55,2371.00,2514.60,73319.55,73319.55,9280,-920,2220,174487559.00,81,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864269,,SENSEX,,2026-04-02,2026-04-02,83300.00,CE,SENSEX2640283300CE,0.95,1.00,0.40,73319.55,0.45,0.75,73319.55,73319.55,1820,1260,2240,186593387.00,22,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864270,,SENSEX,,2026-04-02,2026-04-02,85600.00,CE,SENSEX2640285600CE,1.00,1.30,0.10,73319.55,0.10,0.65,73319.55,73319.55,1440,160,5700,487923544.00,84,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864489,,SENSEX,,2026-04-02,2026-04-02,78600.00,CE,SENSEX2640278600CE,2.80,3.45,0.05,73319.55,0.30,1.35,73319.55,73319.55,12900,-32800,100140,7871075004.00,1088,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864545,,SENSEX,,2026-04-02,2026-04-02,75800.00,PE,SENSEX2640275800PE,3524.85,3637.15,2377.60,73319.55,2490.40,2646.95,73319.55,73319.55,10860,-380,2740,215618653.00,115,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864577,,SENSEX,,2026-04-02,2026-04-02,77100.00,CE,SENSEX2640277100CE,2.15,2.45,0.05,73319.55,0.05,4.15,73319.55,73319.55,63940,-139800,708900,54656704807.00,6284,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864583,,SENSEX,,2026-04-02,2026-04-02,87100.00,CE,SENSEX2640287100CE,0.45,2.70,0.05,73319.55,0.05,0.40,73319.55,73319.55,100,20,160,13936105.00,7,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864662,,SENSEX,,2026-04-02,2026-04-02,91300.00,CE,SENSEX2640291300CE,2.05,2.05,0.20,73319.55,0.25,0.25,73319.55,73319.55,1080,1040,2300,209992151.00,34,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864666,,SENSEX,,2026-04-02,2026-04-02,75300.00,PE,SENSEX2640275300PE,3500.75,3754.90,1950.00,73319.55,1970.15,2157.05,73319.55,73319.55,30620,-4080,7400,579263381.00,275,F1,20,,,,,
2026-04-02,2026-04-02,FO,BSE,IDO,864669,,SENSEX,,2026-04-02,2026-04-02,89000.00,PE,SENSEX2640289000PE,17260.00,17300.00,15870.00,73319.55,15892.90,15189.25,73319.55,73319.55,620,-580,1240,130712917.00,60,F1,20,,,,,
