Account Name,Security,symbol,expiry,strike,opt_type,inst_type,Security Type Detail,Holding Quantity,Market Value,rate,Buy rate
India Futures and Options,NIFTY50 - Put - 28/04/2026 - 22500,NIFTY,28-04-26,22500,PE,OPTIDX,Option-Index,715,541112,756.8,717.609
