Account Name,symbol,isin,expiry,date,Security Type Detail,Holding Quantity,Market Value,usd value,rate,interest_rate
India Alpha 200,5.63% GS 2026,IN0020210012,12/4/2026,20/08/2026,Bonds / Debentures - GOI Security,160000,16000000.00,169098.18,100,5.63
