Account Name,Security,symbol,expiry,strike,opt_type,inst_type,Security Type Detail,Holding Quantity,Market Value,rate,Buy rate
India Beta Futures and Options,NIFTY50 - Put - 28/04/2026 - 22500,NIFTY,28-04-26,22500,PE,OPTIDX,Options-Index,780,590304,756.8,717.02
