INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,CHOLAFIN,30-Jun-2026,1380,PE,5.45,6.05,1.75,2.1,2.1,425,3676.6938,142500,-3125,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1400,CE,106,180,106,175.65,175.65,21,204.3122,63125,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1400,PE,5.1,9.2,2.45,2.85,2.85,463,4065.2528,231250,-49375,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1420,CE,95.6,162.3,91.25,156.3,156.3,26,251.9384,14375,1875,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1420,PE,11,12.25,3.5,3.9,3.9,398,3547.4028,151875,8750,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1440,CE,87.95,143.6,74.6,140.2,140.2,127,1223.5816,64375,-15625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1440,PE,12.4,17.25,4.55,5.25,5.25,843,7635.8747,198125,63125,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1460,CE,70.75,130.85,59.85,122.4,122.4,204,1971.7859,134375,-28125,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1460,PE,18.75,23.5,6.3,7.25,7.25,641,5899.8309,280625,80625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1480,CE,50,110.75,46,104.2,104.2,437,4218.1266,154375,-21875,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1480,PE,27.5,32.05,8.8,10.2,10.2,1076,10066.5,321250,143750,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1500,CE,39.4,95.25,35.65,88.25,88.25,2249,21832.1238,421250,-10000,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1500,PE,36,41.5,12.05,13.95,13.95,1963,18699.1653,324375,-46250,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1520,CE,33,80,27.2,74.15,74.15,1418,13857.505,153125,-14375,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1520,PE,44.9,50.4,16.95,18.6,18.6,521,5041.3663,208750,25625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1540,CE,22.8,67,20.2,58.8,58.8,2029,20041.3456,286250,-43125,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1540,PE,56,61.75,22.15,25.3,25.3,931,9152.1178,228125,81875,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1560,CE,20.95,54.8,14.9,47.85,47.85,1399,13941.5803,182500,-20000,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1560,PE,75,76.05,29.35,32.7,32.7,481,4807.7959,129375,65625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1580,CE,17.35,43.5,10.45,37.85,37.85,914,9183.2316,117500,-62500,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1580,PE,83,91.4,38.7,41.7,41.7,384,3900.3241,136875,69375,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1600,CE,12.95,34.2,7.5,29.35,29.35,3621,36656.5422,490000,-77500,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1600,PE,101,104,49,52.55,52.55,259,2688.9325,178125,45000,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1620,CE,8.5,25.7,5.5,22.25,22.25,904,9234.8678,85625,-59375,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1620,PE,64.45,66.8,64.45,65.6,65.6,25,263.3691,15000,-8125,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1640,CE,5.5,19.95,4.1,16.55,16.55,974,10054.5153,248750,88750,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1640,PE,0,0,0,168.6,98.4,0,0,11875,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1660,CE,4.95,14.5,3.1,12.25,12.25,801,8356.1578,115000,35625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1660,PE,0,0,0,150.95,112.6,0,0,8125,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1680,CE,2.65,10.6,2.5,9.3,9.3,203,2141.7209,57500,22500,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1680,PE,109,109,109,109,109,1,11.1813,3750,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1700,CE,2.95,8.25,1.75,7.05,7.05,1326,14130.9513,356875,15000,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1700,PE,205,205,127,131.4,131.4,27,311.6363,38125,-625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1720,CE,2.9,6.1,2,5.35,5.35,47,506.7306,26875,5625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1720,PE,0,0,0,141.5,160.1,0,0,3125,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1740,CE,1.4,4.65,0.85,4,4,100,1089.5653,41875,7500,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1740,PE,0,0,0,229.95,177.25,0,0,2500,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1760,CE,1.25,3.55,1.25,3.15,3.15,73,804.2413,61250,11875,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1760,PE,0,0,0,388.6,194.9,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1780,CE,2.5,2.9,2.5,2.65,2.65,3,33.4244,5625,625,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1800,CE,1,2.15,0.7,1.9,1.9,189,2127.7556,71875,-7500,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1800,PE,222.65,222.65,222.65,222.65,222.65,3,37.9247,6875,-1875,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1820,CE,0,0,0,0.5,3.8,0,0,5000,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1820,PE,308.45,308.45,244.85,245.55,245.55,12,157.1475,1875,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1840,CE,0,0,0,0.7,2.9,0,0,16250,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1840,PE,0,0,0,355.2,269.25,0,0,5000,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1860,CE,0.25,0.8,0.25,0.65,0.65,26,302.345,88750,3750,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1880,CE,0,0,0,0.85,1.65,0,0,7500,0,12-Jun-2026
OPTSTK,CHOLAFIN,30-Jun-2026,1920,CE,0,0,0,14,0.9,0,0,625,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1200,CE,0,0,0,366.3,380.55,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1200,PE,0,0,0,12.7,2.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1240,CE,0,0,0,332.2,342.75,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1240,PE,0,0,0,18,4.3,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1280,CE,0,0,0,299.5,305.9,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1280,PE,0,0,0,10,7.15,0,0,1250,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1300,CE,0,0,0,294.95,288,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1300,PE,0,0,0,14.35,9.05,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1320,CE,0,0,0,268.5,270.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1320,PE,8.55,9.3,6.15,6.15,11.35,48,398.6425,19375,19375,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1340,CE,0,0,0,261.75,253.3,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1340,PE,0,0,0,20.7,14.05,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1360,CE,0,0,0,239.35,236.65,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1360,PE,14.4,14.4,14.4,14.4,17.2,1,8.59,625,-625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1380,CE,0,0,0,230.35,220.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1380,PE,0,0,0,28.9,20.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1400,CE,0,0,0,106,204.85,0,0,2500,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1400,PE,21,24,10.8,11.2,11.2,60,531.3425,26250,13125,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1420,CE,0,0,0,201.05,189.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1420,PE,18,18,14.2,14.2,14.2,7,62.8653,3750,2500,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1440,CE,0,0,0,186.75,175.4,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1440,PE,0,0,0,69.7,35.25,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1460,CE,0,0,0,173.9,161.5,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1460,PE,0,0,0,51,41.2,0,0,625,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1480,CE,0,0,0,163.6,148.35,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1480,PE,48,48,25,26.65,26.65,9,85.1991,29375,-1875,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1500,CE,70,117,67.4,109.4,109.4,54,535.7009,23750,1250,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1500,PE,58,60,30.2,31.6,31.6,18,173.4838,15625,2500,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1520,CE,61,71,61,71,124.1,2,19.825,1250,625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1520,PE,0,0,0,77.15,63.3,0,0,2500,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1540,CE,58,68,58,68,113,2,20.0375,1250,1250,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1540,PE,0,0,0,83.8,72.05,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1560,CE,55,63,55,63,102.6,2,20.2375,3125,-625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1560,PE,0,0,0,124.6,81.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1580,CE,0,0,0,107,92.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1580,PE,0,0,0,103.55,91.55,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1600,CE,32,60,28,58.85,58.85,35,359.8484,13750,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1600,PE,86,86,74,74,74,2,21,1875,1250,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1620,CE,0,0,0,24.15,75.45,0,0,11250,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1620,PE,0,0,0,125.6,113.8,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1640,CE,0,0,0,22.5,67.7,0,0,7500,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1640,PE,0,0,0,171.2,125.9,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1660,CE,0,0,0,74.25,60.6,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1660,PE,0,0,0,174.35,138.65,0,0,1875,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1680,CE,0,0,0,77.7,54.05,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1680,PE,0,0,0,197.2,151.95,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1700,CE,13,26.5,13,25.4,25.4,22,236.2928,13125,9375,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1700,PE,134.1,134.1,134.1,134.1,134.1,1,11.4631,3750,625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1720,CE,0,0,0,6.3,42.7,0,0,1250,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1720,PE,0,0,0,250.15,180.25,0,0,1875,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1740,CE,10,10,10,10,37.9,1,10.9375,625,625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1740,PE,0,0,0,204.8,195.25,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1760,CE,0,0,0,55.8,33.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1760,PE,0,0,0,254.1,210.7,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1800,CE,4.95,11.3,4.5,10.8,10.8,26,293.6897,13125,5625,12-Jun-2026
OPTSTK,CHOLAFIN,28-Jul-2026,1800,PE,0,0,0,284.7,242.75,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1200,CE,0,0,0,395.4,391.65,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1200,PE,0,0,0,10.35,7.5,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1280,CE,0,0,0,326.9,321.4,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1280,PE,0,0,0,20.7,16.15,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1320,CE,0,0,0,294.8,288.4,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1320,PE,0,0,0,28,22.65,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1360,CE,0,0,0,264.4,257.1,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1360,PE,0,0,0,28,30.8,0,0,625,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1400,CE,0,0,0,235.85,227.7,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1400,PE,0,0,0,47.85,40.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1440,CE,0,0,0,209.1,200.25,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1440,PE,0,0,0,60.5,52.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1480,CE,0,0,0,184.4,174.95,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1480,PE,0,0,0,75.25,67.05,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1520,CE,0,0,0,161.75,151.85,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1520,PE,0,0,0,92,83.4,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1560,CE,0,0,0,141.1,130.95,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1560,PE,0,0,0,110.75,101.95,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1600,CE,0,0,0,122.45,112.15,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1600,PE,0,0,0,131.55,122.65,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1640,CE,0,0,0,105.75,95.5,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1640,PE,0,0,0,154.2,145.45,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1680,CE,0,0,0,90.85,80.8,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1680,PE,0,0,0,178.75,170.2,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1720,CE,0,0,0,77.7,67.95,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1720,PE,0,0,0,205,196.8,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1760,CE,0,0,0,66.1,56.8,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1760,PE,0,0,0,232.8,225.15,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1840,CE,0,0,0,47.4,39.15,0,0,0,0,12-Jun-2026
OPTSTK,CHOLAFIN,25-Aug-2026,1840,PE,0,0,0,292.9,286.4,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1100,PE,0.35,0.35,0.35,0.35,0,1,4.1263,15375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1120,PE,0,0,0,1.05,0,0,0,375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1140,PE,0.3,0.3,0.3,0.3,0.05,1,4.2761,750,375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1170,PE,0,0,0,0.4,0.05,0,0,750,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1180,CE,0,0,0,98.05,213.05,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1180,PE,0.3,0.55,0.3,0.5,0.5,127,562.2028,4875,-375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1190,CE,0,0,0,143.75,203.15,0,0,8250,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1200,CE,0,0,0,216.4,193.25,0,0,19875,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1200,PE,0.35,0.6,0.35,0.5,0.5,10,45.0184,22875,-750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1210,CE,0,0,0,197.85,183.35,0,0,2250,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1210,PE,0,0,0,0.6,0.3,0,0,3375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1220,CE,0,0,0,74.7,173.5,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1220,PE,0.4,0.45,0.4,0.45,0.4,4,18.3064,1875,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1230,PE,0,0,0,12.75,0.6,0,0,375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1240,CE,0,0,0,192.25,154,0,0,1125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1240,PE,0.5,0.85,0.5,0.75,0.75,30,139.5855,17250,2625,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1250,PE,1.15,1.15,0.9,0.95,0.95,52,243.9381,99000,4125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1260,CE,0,0,0,114.05,134.85,0,0,2250,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1260,PE,1.45,1.5,1,1,1,27,127.6824,52875,8625,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1270,CE,0,0,0,148.95,125.45,0,0,1125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1270,PE,0,0,0,1.85,2.2,0,0,13125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1280,CE,0,0,0,103.3,116.25,0,0,4125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1280,PE,1.2,1.5,0.95,1.1,1.1,201,965.6655,553875,-4875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1290,CE,0,0,0,71.1,107.2,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1290,PE,1.55,1.55,1.55,1.55,3.9,2,9.6866,1500,750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1300,CE,95.15,95.15,95.15,95.15,95.15,1,5.2318,109875,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1300,PE,2.25,3.1,1.85,2.15,2.15,245,1196.4664,339375,-13500,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1310,CE,0,0,0,93,89.9,0,0,750,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1310,PE,3.2,4.15,2.65,2.9,2.9,111,546.6169,44625,-6750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1320,CE,0,0,0,70.85,81.7,0,0,5250,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1320,PE,4.4,5.3,3.55,3.75,3.75,61,302.8654,71625,-10500,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1330,CE,0,0,0,58.2,73.85,0,0,1875,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1330,PE,5.65,5.65,4.6,5.15,5.15,38,190.2566,180750,1875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1340,CE,0,0,0,90.3,66.4,0,0,1125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1340,PE,8.45,9.15,5.9,6.65,6.65,81,409.1899,372000,4125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1350,CE,52.4,56.55,48,52.1,52.1,39,205.1571,27750,750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1350,PE,10.3,11.45,7.8,8.5,8.5,295,1503.786,132750,1875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1360,CE,45,47.75,42.7,47.75,52.6,19,100.1254,85125,-1875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1360,PE,13.4,14,9.9,11.1,11.1,135,694.2819,95625,-3375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1370,CE,39.25,41.3,35,37,37,100,528.0289,63375,4500,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1370,PE,21.55,21.55,12.45,13.85,13.85,169,877.6785,76875,7875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1380,CE,32.15,35.35,28.5,30.65,30.65,606,3207.8655,124125,6375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1380,PE,20.7,22.6,15.7,17.5,17.5,628,3294.0229,184875,44625,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1390,CE,27,29.5,23,25.2,25.2,1379,7324.2107,248625,7125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1390,PE,23.45,27.25,19.3,21.55,21.55,369,1954.5144,159375,12000,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1400,CE,23,24.55,18.3,20.5,20.5,4169,22222.3031,601125,52500,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1400,PE,30,32.3,23.95,26.45,26.45,376,2012.4294,261000,15375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1410,CE,18,19,14.45,16.05,16.05,469,2509.0703,173625,10500,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1410,PE,37.05,37.05,29.35,31.95,31.95,46,248.8258,85875,1125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1420,CE,15,15.55,10.75,12.4,12.4,568,3052.6193,324750,3000,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1420,PE,38.5,41.9,36.2,38.85,38.85,31,169.5966,171000,1125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1430,CE,10.05,11.75,8.25,9.4,9.4,367,1981.9701,278625,-15750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1430,PE,49,49,44.35,44.8,44.8,4,22.1473,65625,-750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1440,CE,7.65,9.2,6.25,7.1,7.1,299,1623.2106,167250,-9375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1440,PE,0,0,0,58.05,62.1,0,0,43875,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1450,CE,6.15,7.95,4.6,5.4,5.4,317,1730.706,180000,-1125,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1450,PE,65.3,65.3,60.05,60.05,60.05,7,39.6774,7875,750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1460,CE,4.75,5.2,3.35,3.9,3.9,240,1317.5916,396375,23625,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1460,PE,0,0,0,55.4,77.15,0,0,24750,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1470,CE,3.95,4,2.55,3.05,3.05,229,1265.1536,75750,33750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1470,PE,0,0,0,63.95,85.15,0,0,15375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1480,CE,2.75,2.75,1.95,2.3,2.3,285,1584.336,118875,38250,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1480,PE,0,0,0,91,93.45,0,0,18375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1490,CE,2.35,2.35,1.6,1.7,5.95,37,207.0176,69000,-6000,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1490,PE,0,0,0,178.25,102.05,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1500,CE,1.75,2.2,1.45,1.7,1.7,503,2832.6686,442500,55875,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1500,PE,103.3,103.3,103.3,103.3,110.85,1,6.0124,111375,-375,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1510,CE,1.15,1.4,1.15,1.4,1.4,21,119.0147,175500,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1510,PE,0,0,0,115.2,119.85,0,0,1125,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1520,CE,0.8,1,0.75,0.95,0.95,137,781.3616,241875,2250,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1520,PE,0,0,0,113.9,129,0,0,750,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1530,CE,1,1,0.55,0.55,2.35,2,11.4808,5625,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1530,PE,0,0,0,214.05,138.35,0,0,0,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1540,CE,0.6,0.6,0.45,0.55,0.55,78,450.6043,384750,-750,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1540,PE,0,0,0,131.8,147.8,0,0,375,0,12-Jun-2026
OPTSTK,CIPLA,30-Jun-2026,1550,CE,0.4,0.6,0.4,0.6,0.6,2,11.6288,18000,-375,12-Jun-2026
