FUTIDX,BANKNIFTY,27-Mar-2025,0,,51001.25,51839.4,50800,51753.9,51753.9,59458,918134.0709,2114370,-377070,24-Mar-2025
FUTIDX,BANKNIFTY,24-Apr-2025,0,,51009,52150.2,51009,52058.45,52058.45,32534,505951.1637,1436700,314670,24-Mar-2025
FUTIDX,BANKNIFTY,29-May-2025,0,,51200,52281.2,51200,52189.05,52189.05,8087,126115.3247,787620,11070,24-Mar-2025
FUTIDX,FINNIFTY,27-Mar-2025,0,,24684.55,25112.2,24679.45,25085.1,25085.1,1096,17776.4635,68705,1820,24-Mar-2025
FUTIDX,FINNIFTY,24-Apr-2025,0,,24789.65,25229.7,24789.65,25189.9,25189.9,730,11912.3177,32500,10205,24-Mar-2025
FUTIDX,FINNIFTY,29-May-2025,0,,0,0,0,24000,25353.8,0,0,65,0,24-Mar-2025
FUTIDX,MIDCPNIFTY,27-Mar-2025,0,,11570,11778,11564.25,11719.5,11719.5,15331,215308.5817,2206080,-824880,24-Mar-2025
FUTIDX,MIDCPNIFTY,24-Apr-2025,0,,11621.4,11838.95,11621.4,11779.25,11779.25,7175,101274.0118,743880,441720,24-Mar-2025
FUTIDX,MIDCPNIFTY,29-May-2025,0,,11643,11877,11643,11823.25,11823.25,173,2447.2817,21120,3840,24-Mar-2025
FUTIDX,NIFTY,27-Mar-2025,0,,23482.3,23729.8,23441.5,23699.35,23699.35,94775,1678921.104,12926625,-1426425,24-Mar-2025
FUTIDX,NIFTY,24-Apr-2025,0,,23599.95,23875.9,23588,23844.15,23844.15,49390,880642.4717,4772325,1731975,24-Mar-2025
FUTIDX,NIFTY,29-May-2025,0,,23698,24004.5,23698,23979.7,23979.7,7264,130173.5054,1313550,66675,24-Mar-2025
FUTIDX,NIFTYNXT50,27-Mar-2025,0,,63173.2,63794.4,63005.1,63588.1,63588.1,722,11458.5499,30500,-4150,24-Mar-2025
FUTIDX,NIFTYNXT50,24-Apr-2025,0,,63497.95,64249.85,63450,64032.55,64032.55,294,4699.338,11675,1725,24-Mar-2025
FUTIDX,NIFTYNXT50,29-May-2025,0,,64073.9,64567.55,64073.9,64424.9,64424.9,23,370.2062,500,400,24-Mar-2025
FUTSTK,AARTIIND,27-Mar-2025,0,,410.1,413,406.5,409.15,409.15,4139,16947.068,11155000,-2391000,24-Mar-2025
FUTSTK,AARTIIND,24-Apr-2025,0,,412,416,409.5,411.8,411.8,3999,16480.772,5590000,2191000,24-Mar-2025
FUTSTK,AARTIIND,29-May-2025,0,,415.5,417.15,413,414.65,414.65,112,464.7235,237000,-15000,24-Mar-2025
FUTSTK,ABB,27-Mar-2025,0,,5499.95,5593.85,5498.15,5530,5530,7895,54792.7376,2098875,-712750,24-Mar-2025
FUTSTK,ABB,24-Apr-2025,0,,5536.15,5632,5536.15,5567.6,5567.6,7637,53369.1459,1067500,697875,24-Mar-2025
FUTSTK,ABB,29-May-2025,0,,5581.05,5630.5,5555.55,5579.35,5579.35,176,1230.8596,40500,4375,24-Mar-2025
FUTSTK,ABCAPITAL,27-Mar-2025,0,,186.73,187.78,182.97,184.66,184.66,8887,44321.6213,37770300,-18054900,24-Mar-2025
FUTSTK,ABCAPITAL,24-Apr-2025,0,,188.02,189.09,184.31,185.99,185.99,8095,40662.2446,29443500,16964100,24-Mar-2025
FUTSTK,ABCAPITAL,29-May-2025,0,,190.03,190.04,185.96,187.28,187.28,86,435.3564,815400,67500,24-Mar-2025
FUTSTK,ABFRL,27-Mar-2025,0,,255.5,258.2,253.59,254.77,254.75,5261,34938.8101,34561800,-10660000,24-Mar-2025
FUTSTK,ABFRL,24-Apr-2025,0,,257.09,259.84,255.26,256.58,256.6,4678,31271.6648,22055800,9102600,24-Mar-2025
FUTSTK,ABFRL,29-May-2025,0,,260.63,260.63,256.98,258.37,258.35,73,490.5407,366600,91000,24-Mar-2025
FUTSTK,ACC,27-Mar-2025,0,,1925.1,1944,1912,1936.1,1936.1,3573,20726.5829,2992200,-646500,24-Mar-2025
FUTSTK,ACC,24-Apr-2025,0,,1935.1,1957.85,1925.5,1949,1949,3118,18212.5487,1221300,617700,24-Mar-2025
FUTSTK,ACC,29-May-2025,0,,1946,1970,1939,1963.45,1963.45,99,581.2553,98100,17400,24-Mar-2025
FUTSTK,ADANIENSOL,27-Mar-2025,0,,836,844.6,819.15,822.05,822.05,5478,28314.37,7488750,-1763125,24-Mar-2025
FUTSTK,ADANIENSOL,24-Apr-2025,0,,841.9,850,824.15,827.25,827.25,4678,24344.3741,4404375,1465625,24-Mar-2025
FUTSTK,ADANIENSOL,29-May-2025,0,,852.25,853,830.05,831.8,831.8,79,412.7484,238750,18125,24-Mar-2025
FUTSTK,ADANIENT,27-Mar-2025,0,,2381.95,2397,2358.15,2373.4,2373.4,19190,137008.8054,10056600,-3963600,24-Mar-2025
FUTSTK,ADANIENT,24-Apr-2025,0,,2399.85,2413.6,2375.95,2389.05,2389.05,17531,126008.2301,11593500,3585600,24-Mar-2025
FUTSTK,ADANIENT,29-May-2025,0,,2416.65,2425,2394.45,2405.3,2405.3,1037,7487.8445,3511800,19200,24-Mar-2025
FUTSTK,ADANIGREEN,27-Mar-2025,0,,969.7,981.2,948.75,953.85,953.85,16270,58569.0062,11245125,-3623250,24-Mar-2025
FUTSTK,ADANIGREEN,24-Apr-2025,0,,975,986.85,955,960.7,960.7,14371,52064.6081,7602000,3601125,24-Mar-2025
FUTSTK,ADANIGREEN,29-May-2025,0,,984,985.25,961,965.1,965.1,275,1003.0976,204750,71625,24-Mar-2025
FUTSTK,ADANIPORTS,27-Mar-2025,0,,1198.5,1212.8,1185,1202.85,1202.85,19247,92734.3142,15570400,-4669600,24-Mar-2025
FUTSTK,ADANIPORTS,24-Apr-2025,0,,1205.65,1220.75,1193.4,1210.9,1210.9,16565,80394.0248,9920000,4907600,24-Mar-2025
FUTSTK,ADANIPORTS,29-May-2025,0,,1215,1227.85,1201.25,1218.3,1218.3,255,1242.8066,1359200,42000,24-Mar-2025
FUTSTK,ALKEM,27-Mar-2025,0,,5025.5,5104.65,4981,5071.6,5071.6,3607,18248.362,560100,-230400,24-Mar-2025
FUTSTK,ALKEM,24-Apr-2025,0,,5001.3,5120.25,4975.35,5090.2,5090.2,3315,16821.9889,345000,221000,24-Mar-2025
FUTSTK,ALKEM,29-May-2025,0,,4998,5115.8,4998,5081.8,5081.8,7,35.5181,3400,200,24-Mar-2025
FUTSTK,AMBUJACEM,27-Mar-2025,0,,518.95,520.5,511,518.85,518.85,9593,44527.4775,20598300,-6130800,24-Mar-2025
FUTSTK,AMBUJACEM,24-Apr-2025,0,,523.05,524,514.7,522.35,522.35,9881,46177.2707,11076300,6365700,24-Mar-2025
FUTSTK,AMBUJACEM,29-May-2025,0,,522.25,527,518.55,525.75,525.75,75,353.0556,407700,30600,24-Mar-2025
FUTSTK,ANGELONE,27-Mar-2025,0,,2293.85,2413,2279.35,2367.35,2367.35,12690,60085.01,2983600,-1129200,24-Mar-2025
FUTSTK,ANGELONE,24-Apr-2025,0,,2182.3,2325.55,2174.95,2268.75,2268.75,11375,51452.1626,2084400,806200,24-Mar-2025
FUTSTK,ANGELONE,29-May-2025,0,,2130,2256,2102,2205.35,2205.35,509,2232.0448,189600,37600,24-Mar-2025
FUTSTK,APLAPOLLO,27-Mar-2025,0,,1503.8,1547.75,1503.8,1533.75,1533.75,2762,14862.5589,2723700,-590800,24-Mar-2025
FUTSTK,APLAPOLLO,24-Apr-2025,0,,1523.45,1558.95,1517.95,1544.25,1544.25,2409,13052.8591,1314950,535500,24-Mar-2025
FUTSTK,APLAPOLLO,29-May-2025,0,,1537.85,1558.25,1537.85,1551.9,1553.75,9,48.9263,5950,1400,24-Mar-2025
FUTSTK,APOLLOHOSP,27-Mar-2025,0,,6660.2,6689,6593,6606.5,6606.5,7448,61797.1891,1649375,-698125,24-Mar-2025
FUTSTK,APOLLOHOSP,24-Apr-2025,0,,6687.2,6733.05,6640.25,6655,6655,6143,51330.6941,857000,573625,24-Mar-2025
FUTSTK,APOLLOHOSP,29-May-2025,0,,6750,6775.85,6694.8,6705.85,6705.85,33,277.6639,5375,1000,24-Mar-2025
FUTSTK,APOLLOTYRE,27-Mar-2025,0,,427,435.9,421.95,433.9,433.9,4469,32507.1357,7656800,-2162400,24-Mar-2025
FUTSTK,APOLLOTYRE,24-Apr-2025,0,,427.5,438.65,423.55,436.75,436.75,4351,31884.0517,5239400,3704300,24-Mar-2025
FUTSTK,APOLLOTYRE,29-May-2025,0,,430.5,438.5,425,437.35,437.35,41,300.5124,132600,18700,24-Mar-2025
FUTSTK,ASHOKLEY,27-Mar-2025,0,,208.99,214.25,208.99,211.97,211.97,10011,53051.0653,29792500,-16780000,24-Mar-2025
FUTSTK,ASHOKLEY,24-Apr-2025,0,,209.95,213.4,209.7,210.96,210.96,10392,54846.232,26212500,13792500,24-Mar-2025
FUTSTK,ASHOKLEY,29-May-2025,0,,209.81,212.6,209.51,210.52,210.52,129,680.3755,715000,122500,24-Mar-2025
FUTSTK,ASIANPAINT,27-Mar-2025,0,,2311.85,2326.85,2303.35,2320.05,2320.05,21408,98983.2787,9434000,-3245200,24-Mar-2025
FUTSTK,ASIANPAINT,24-Apr-2025,0,,2328.85,2341,2318.8,2334.9,2334.9,20413,94968.7339,4827400,3361800,24-Mar-2025
FUTSTK,ASIANPAINT,29-May-2025,0,,2337.1,2353.85,2334.7,2350.75,2350.75,294,1377.3488,109200,20200,24-Mar-2025
FUTSTK,ASTRAL,27-Mar-2025,0,,1301.9,1343.8,1301.9,1311,1311,7921,38474.091,3125372,-1735543,24-Mar-2025
FUTSTK,ASTRAL,24-Apr-2025,0,,1310,1352.95,1308.85,1320.2,1320.2,7943,38824.4635,2989215,1745819,24-Mar-2025
FUTSTK,ASTRAL,29-May-2025,0,,1317,1360,1317,1326.05,1326.05,216,1062.5274,96154,23855,24-Mar-2025
FUTSTK,ATGL,27-Mar-2025,0,,632.6,639.7,624.1,625.4,625.4,3167,15480.577,2414900,-1475600,24-Mar-2025
FUTSTK,ATGL,24-Apr-2025,0,,611.1,612.6,593.9,595.6,595.6,3255,15164.2092,3244925,394475,24-Mar-2025
FUTSTK,ATGL,29-May-2025,0,,590,590,578,578.85,578.85,72,325.4601,142600,41850,24-Mar-2025
FUTSTK,AUBANK,27-Mar-2025,0,,544.1,553.95,539.9,548,548,10252,56269.341,13934000,-5389000,24-Mar-2025
FUTSTK,AUBANK,24-Apr-2025,0,,541.7,551.05,540,546.3,546.3,8778,47982.7335,10626000,5573000,24-Mar-2025
FUTSTK,AUBANK,29-May-2025,0,,543.45,549.3,543,545.5,545.5,176,960.6605,276000,40000,24-Mar-2025
FUTSTK,AUROPHARMA,27-Mar-2025,0,,1210,1230.85,1206.5,1210.85,1210.85,9079,60752.1761,7377700,-3849450,24-Mar-2025
FUTSTK,AUROPHARMA,24-Apr-2025,0,,1220,1239.8,1214,1219.5,1219.5,8830,59499.7733,5786550,4227300,24-Mar-2025
FUTSTK,AUROPHARMA,29-May-2025,0,,1230.85,1246.2,1222.25,1225.7,1223.9,28,189.5729,12100,-1650,24-Mar-2025
FUTSTK,AXISBANK,27-Mar-2025,0,,1077.95,1104.2,1072.5,1097.5,1097.5,41407,283445.7025,42730000,-17885625,24-Mar-2025
FUTSTK,AXISBANK,24-Apr-2025,0,,1088.9,1111.25,1080.05,1105.05,1105.05,34931,240848.8175,26430625,15715625,24-Mar-2025
FUTSTK,AXISBANK,29-May-2025,0,,1090,1117.15,1090,1112.85,1112.85,237,1643.9347,325000,68125,24-Mar-2025
FUTSTK,BAJAJ-AUTO,27-Mar-2025,0,,8120.2,8189.95,8065.55,8113.35,8113.35,13607,83053.4739,1566675,-707625,24-Mar-2025
FUTSTK,BAJAJ-AUTO,24-Apr-2025,0,,8185.05,8247.55,8120.2,8167.2,8167.2,12932,79460.7383,1031775,707625,24-Mar-2025
FUTSTK,BAJAJ-AUTO,29-May-2025,0,,8186.95,8285,8178.35,8221.85,8221.85,74,457.2246,10125,1350,24-Mar-2025
FUTSTK,BAJAJFINSV,27-Mar-2025,0,,1855.5,1896.4,1844.05,1892.7,1892.7,12341,116166.1173,13265500,-2814500,24-Mar-2025
FUTSTK,BAJAJFINSV,24-Apr-2025,0,,1862.1,1911.3,1856.1,1907.05,1907.05,10178,96537.139,7435500,3429500,24-Mar-2025
FUTSTK,BAJAJFINSV,29-May-2025,0,,1868.05,1921,1868.05,1918.45,1918.45,147,1401.4968,59500,-6000,24-Mar-2025
FUTSTK,BAJFINANCE,27-Mar-2025,0,,9074,9115,8926.3,9091.6,9091.6,26859,303865.783,4729375,-2319500,24-Mar-2025
FUTSTK,BAJFINANCE,24-Apr-2025,0,,9112,9177.6,8984.3,9155.05,9155.05,24814,282715.1153,4698000,2221750,24-Mar-2025
FUTSTK,BAJFINANCE,29-May-2025,0,,9100,9222,9038.05,9208.75,9208.75,802,9208.2656,149375,7875,24-Mar-2025
FUTSTK,BALKRISIND,27-Mar-2025,0,,2631.3,2660.5,2609.4,2619.9,2619.9,3615,28522.0361,1299900,-694500,24-Mar-2025
FUTSTK,BALKRISIND,24-Apr-2025,0,,2646,2670,2621.6,2632.35,2632.35,3150,24955.8306,1045200,691500,24-Mar-2025
FUTSTK,BALKRISIND,29-May-2025,0,,2659.6,2659.6,2650,2650,2641.25,8,63.636,4500,900,24-Mar-2025
FUTSTK,BANDHANBNK,27-Mar-2025,0,,145.8,148.37,145.05,147.56,147.56,9389,38691.0129,52936800,-16046800,24-Mar-2025
FUTSTK,BANDHANBNK,24-Apr-2025,0,,146.72,149.4,146.06,148.59,148.59,8223,34142.8732,37623600,14946400,24-Mar-2025
FUTSTK,BANDHANBNK,29-May-2025,0,,148,150.31,147.2,149.57,149.57,342,1428.219,2433200,512400,24-Mar-2025
FUTSTK,BANKBARODA,27-Mar-2025,0,,217.47,224.78,216.85,224.11,224.11,18286,118821.5066,83204550,-38490075,24-Mar-2025
FUTSTK,BANKBARODA,24-Apr-2025,0,,218.5,226.35,218.5,225.78,225.78,16306,106722.9768,74406150,36246600,24-Mar-2025
FUTSTK,BANKBARODA,29-May-2025,0,,222.37,227.64,221.39,227.21,227.21,825,5453.7125,20431125,160875,24-Mar-2025
FUTSTK,BANKINDIA,27-Mar-2025,0,,105.91,108.77,105.89,107.66,107.66,4510,23387.9755,32308200,-12279625,24-Mar-2025
FUTSTK,BANKINDIA,24-Apr-2025,0,,107.17,109.42,106.71,108.46,108.46,3936,20555.5075,18571425,11469025,24-Mar-2025
FUTSTK,BANKINDIA,29-May-2025,0,,108.5,109.9,107.35,109.23,109.23,171,895.9552,839550,506625,24-Mar-2025
