Account Name,symbol,isin,expiry,date,Security Type Detail,Holding Quantity,Market Value,rate,interest_rate
India Alpha 100,5.63% GS 2026,IN0020210012,28/09/2026,18/08/2026,Bonds / Debentures - GOI Security,48000,4800000.00,100,5.63
