Account Name,Security,ISIN Code,Security Type Detail,Holding Quantity,Market Value,rate
India Alpha 100,Tata Steel Ltd.,INE081A01020,Shares - Listed,4229,811375.94,191.86
India Alpha 100,Titan Company Limited,INE280A01028,Shares - Listed,78,308209.20,3951.4
India Alpha 100,Torrent Pharmaceuticals Ltd.,INE685A01028,Shares - Listed,5,21101.00,4220.2
India Alpha 100,TVS MOTOR COMPANY LIMITED 6% PREF 01SP26,INE494B04019,Shares - Preference shares,1116,11439.00,10.25
