INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,DRREDDY,28-Apr-2026,1370,CE,0,0,0,13.35,0.75,0,0,5625,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1370,PE,165.15,165.15,160.45,161.55,161.55,7,67.005,5000,1875,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1380,CE,3.25,3.7,1.75,2.05,2.05,58,501.2947,28125,-625,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1380,PE,0,0,0,166.45,157.85,0,0,4375,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1390,CE,2,2,2,2,0.4,1,8.7,2500,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1390,PE,0,0,0,143.35,167.65,0,0,1875,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1400,CE,2,2.7,1.55,1.7,1.7,300,2628.9719,237500,28125,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1400,PE,210,212,210,212,177.5,2,20.1375,23125,1250,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1410,CE,0,0,0,2.75,0.2,0,0,6250,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1410,PE,0,0,0,182.4,187.35,0,0,1875,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1420,CE,1.65,1.65,1,1.2,1.2,34,302.0622,26875,-7500,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1420,PE,0,0,0,203.25,197.3,0,0,5625,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1430,CE,1.55,1.7,1,1.1,1.1,76,679.92,10625,3125,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1430,PE,0,0,0,177.15,207.2,0,0,625,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1440,CE,1,1.9,1,1.1,1.1,68,612.535,69375,25000,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1450,CE,0,0,0,4.6,0.05,0,0,625,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1480,CE,0,0,0,6.5,0.05,0,0,15000,0,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1500,CE,0.8,0.8,0.45,0.5,0.5,28,262.5966,20625,-8750,02-APR-2026,
OPTSTK,DRREDDY,28-Apr-2026,1500,PE,288,292,288,292,276.85,21,235.0588,13750,13125,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1000,CE,0,0,0,317.3,225.65,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1000,PE,0,0,0,0.65,0.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1020,CE,0,0,0,298,206.05,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1020,PE,0,0,0,1,0.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1040,CE,0,0,0,178,186.6,0,0,625,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1040,PE,0,0,0,1.55,0.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1060,CE,0,0,0,259.95,167.5,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1060,PE,0,0,0,2.3,1.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1080,CE,0,0,0,241.3,148.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1080,PE,0,0,0,3.3,2.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1090,CE,0,0,0,180.45,139.65,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1090,PE,0,0,0,3.5,3.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1100,CE,0,0,0,223,130.7,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1100,PE,0,0,0,4.7,4.5,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1110,CE,0,0,0,162.4,121.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1110,PE,0,0,0,5.25,5.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1120,CE,0,0,0,205.15,113.35,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1120,PE,0,0,0,6.5,7,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1130,CE,0,0,0,145,105.05,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1130,PE,0,0,0,7.6,8.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1140,CE,0,0,0,187.8,97,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1140,PE,0,0,0,8.8,10.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1150,CE,0,0,0,128.35,89.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1150,PE,0,0,0,10.7,12.65,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1160,CE,0,0,0,171,81.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1160,PE,0,0,0,11.7,15.1,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1170,CE,0,0,0,112.55,74.7,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1170,PE,0,0,0,14.7,17.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1180,CE,0,0,0,154.9,67.95,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1180,PE,0,0,0,15.25,21.05,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1190,CE,0,0,0,97.8,61.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1190,PE,0,0,0,19.75,24.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1200,CE,0,0,0,139.5,55.5,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1200,PE,55.05,55.05,48.5,48.5,28.5,3,23.4534,11875,625,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1210,CE,0,0,0,84.1,49.85,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1210,PE,0,0,0,25.8,32.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1220,CE,0,0,0,124.95,44.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1220,PE,0,0,0,24.7,37.4,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1230,CE,0,0,0,71.6,39.7,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1230,PE,0,0,0,33.05,42.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1240,CE,0,0,0,111.2,35.2,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1240,PE,0,0,0,30.6,47.85,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1250,CE,0,0,0,60.3,31.1,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1250,PE,0,0,0,41.6,53.65,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1260,CE,0,0,0,98.45,27.35,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1260,PE,0,0,0,37.5,59.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1270,CE,0,0,0,50.25,23.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1270,PE,0,0,0,51.3,66.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1280,CE,0,0,0,86.6,20.85,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1280,PE,0,0,0,45.3,73.15,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1290,CE,0,0,0,41.45,18.05,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1290,PE,0,0,0,62.25,80.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1300,CE,18,18,18,18,15.6,1,8.2375,625,625,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1300,PE,0,0,0,54.1,87.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1310,CE,0,0,0,33.8,13.4,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1310,PE,0,0,0,74.4,95.5,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1320,CE,0,0,0,65.8,11.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1320,PE,0,0,0,63.85,103.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1330,CE,0,0,0,27.25,9.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1330,PE,0,0,0,87.65,111.7,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1340,CE,0,0,0,56.85,8.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1340,PE,0,0,0,74.55,120.15,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1360,CE,0,0,0,48.8,5.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1360,PE,0,0,0,86.2,137.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1380,CE,0,0,0,41.65,4.1,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1380,PE,0,0,0,98.7,155.6,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1400,CE,0,0,0,35.3,2.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,26-May-2026,1400,PE,0,0,0,112.05,174.15,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1000,CE,0,0,0,274.45,231.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1000,PE,0,0,0,1.65,1.2,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1040,CE,0,0,0,237,194.15,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1040,PE,0,0,0,3.5,3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1080,CE,0,0,0,201.05,158.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1080,PE,0,0,0,6.8,6.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1100,CE,0,0,0,183.8,141.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1100,PE,0,0,0,9.2,9.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1120,CE,0,0,0,167.2,125.05,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1120,PE,0,0,0,12.25,12.8,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1140,CE,0,0,0,151.25,109.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1140,PE,0,0,0,15.9,17.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1160,CE,0,0,0,136.05,95.5,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1160,PE,0,0,0,20.35,22.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1180,CE,0,0,0,121.7,82.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1180,PE,0,0,0,25.65,29.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1200,CE,0,0,0,108.15,70.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1200,PE,0,0,0,31.8,37,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1220,CE,0,0,0,95.6,59.4,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1220,PE,0,0,0,38.85,45.85,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1240,CE,0,0,0,84,49.75,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1240,PE,0,0,0,46.9,55.95,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1260,CE,0,0,0,73.35,41.25,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1260,PE,0,0,0,55.9,67.2,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1280,CE,0,0,0,63.65,33.9,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1280,PE,0,0,0,65.85,79.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1300,CE,0,0,0,54.95,27.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1300,PE,0,0,0,76.75,92.95,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1320,CE,0,0,0,47.1,22.2,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1320,PE,0,0,0,88.55,107.3,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1360,CE,0,0,0,34,13.95,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1360,PE,0,0,0,114.75,138.55,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1400,CE,0,0,0,24.05,8.45,0,0,0,0,02-APR-2026,
OPTSTK,DRREDDY,30-Jun-2026,1400,PE,0,0,0,144.1,172.5,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5600,PE,25.4,36.85,22.65,24.8,24.8,373,2100.6768,29600,14000,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5700,PE,23,41.1,23,31.4,31.4,93,533.3014,4300,4200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5800,CE,0,0,0,1100,876.05,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5800,PE,0,0,0,14.9,3.9,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5900,CE,0,0,0,1375.35,779.85,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,5900,PE,0,0,0,20.5,7.3,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6000,CE,0,0,0,902.65,685.9,0,0,1500,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6000,PE,55,84.45,55,61.1,61.1,1111,6746.6898,53100,17400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6100,CE,0,0,0,1194.65,595.1,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6100,PE,0,0,0,36.7,21.75,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6150,PE,0,0,0,49.25,27.7,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6200,CE,0,0,0,1107.4,508.6,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6200,PE,105,124.55,86.65,94.4,94.4,653,4119.4125,42400,4800,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6250,CE,0,0,0,1754.9,467.3,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6250,PE,0,0,0,72.5,43.35,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6300,CE,494.85,522.3,459.05,503.95,503.95,35,237.5027,4600,1200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6300,PE,130,145.5,108.9,117.5,117.5,173,1112.5192,8500,2600,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6350,CE,0,0,0,1658.15,389.35,0,0,0,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6350,PE,147,164,121.6,129.9,129.9,150,974.7387,5800,4500,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6400,CE,410,449,391,427.85,427.85,22,149.9748,1600,1400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6400,PE,170,185.15,132.8,146.1,146.1,349,2289.846,11600,-2300,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6450,CE,408,408,408,408,318.45,13,89.154,1300,1300,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6450,PE,161.8,167.25,148.4,162.65,162.65,24,158.5585,1700,700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6500,CE,375,388.9,325,371.95,371.95,261,1792.1085,17300,9300,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6500,PE,165,221.3,165,177.55,177.55,1791,11996.62,35000,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6550,CE,0,0,0,445.5,255.4,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6550,PE,215,240.45,184.3,194.5,194.5,120,812.8969,4000,100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6600,CE,311.55,321.2,269.15,306.3,306.3,565,3896.1884,23300,13400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6600,PE,190,264.95,190,217.2,217.2,2218,15169.6316,38300,13700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6650,CE,304.85,304.85,242,278.05,278.05,573,3965.9813,16300,15200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6650,PE,240,287.75,218.7,239.6,239.6,628,4338.0776,18200,11700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6700,CE,261.05,279,218.45,251.9,251.9,1357,9426.9178,35000,11100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6700,PE,250,312,240,262.95,262.95,961,6710.0138,38900,6400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6750,CE,263.85,263.85,195.5,226.8,226.8,274,1910.8671,9200,4500,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6750,PE,275,337.8,266.05,286.45,286.45,174,1228.6295,10400,1500,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6800,CE,209.95,224.7,174.2,203.65,203.65,1002,7015.3005,53400,13700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6800,PE,306.5,367.7,288.75,315,315,296,2113.0237,35300,-1500,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6850,CE,209.85,209.9,155.15,182.65,182.65,336,2362.5226,15300,1700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6850,PE,359.45,389.85,319.15,339.15,339.15,39,281.0441,8900,600,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6900,CE,230.65,230.65,138.05,162.85,162.85,776,5479.4145,44900,3100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6900,PE,384.75,425.3,355,367.15,367.15,146,1064.399,99400,-3100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6950,CE,165.9,165.9,124.1,142.75,142.75,97,687.6433,7300,3300,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,6950,PE,409.5,456.25,390.15,397,358.65,29,214.3015,4500,1700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7000,CE,140.1,143.85,107.3,127.95,127.95,1561,11122.0833,130100,15700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7000,PE,415.65,489.85,411.9,434.55,434.55,66,491.5921,64000,800,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7050,CE,150,150,95,114.5,114.5,94,673.1541,6300,2600,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7050,PE,0,0,0,387.35,434.3,0,0,2100,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7100,CE,109.55,115,84,100.15,100.15,307,2209.9399,21500,800,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7100,PE,0,0,0,358,474.3,0,0,3200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7150,CE,88,91.55,74.05,88.4,88.4,35,253.1425,2600,1100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7150,PE,0,0,0,86.25,515.65,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7200,CE,81.05,90.15,64,77.15,77.15,478,3478.4479,32600,-5600,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7200,PE,625,635.7,550,580,580,7,54.6309,13100,-300,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7250,CE,77,77,59.05,67.85,67.85,55,402.3779,3900,1200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7250,PE,0,0,0,562.95,601.75,0,0,300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7300,CE,72,72,49.5,58.85,58.85,324,2384.6742,21400,3700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7300,PE,0,0,0,521.25,646.3,0,0,18800,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7350,CE,57,57,45.65,51.5,51.5,62,458.8522,4300,2700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7350,PE,0,0,0,610,691.65,0,0,300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7400,CE,50,54.75,37.75,44.65,44.65,201,1496.7985,16600,3200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7400,PE,0,0,0,608,737.7,0,0,2400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7450,CE,0,0,0,86.1,13.05,0,0,600,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7450,PE,0,0,0,237,784.4,0,0,1100,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7500,CE,40.15,42.65,28.5,34.15,34.15,1215,9153.867,96000,7000,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7500,PE,842.25,845,842.25,845,831.65,3,25.0323,11200,200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7550,CE,0,0,0,46.25,8.35,0,0,1800,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7600,CE,28.8,31,22.4,25.5,25.5,109,831.2262,10200,500,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7600,PE,0,0,0,761.8,927.45,0,0,2800,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7650,CE,0,0,0,35.55,5.25,0,0,2000,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7650,PE,0,0,0,368,975.85,0,0,700,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7700,CE,24,24,17,19.3,19.3,58,447.775,6600,700,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7700,PE,0,0,0,883.75,1024.55,0,0,14600,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7750,CE,0,0,0,26.3,3.25,0,0,9400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7800,CE,24.9,27,12.3,14.75,14.75,162,1266.0148,22300,5000,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7800,PE,0,0,0,1130,1122.5,0,0,7100,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7850,CE,0,0,0,30,1.95,0,0,300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7850,PE,0,0,0,1107.6,1171.75,0,0,1400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,7900,CE,10.5,10.5,10.4,10.4,1.5,6,47.4629,10200,400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8000,CE,9,13.65,8.25,9.3,9.3,1006,8057.434,162300,19200,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8000,PE,0,0,0,1119.05,1320.1,0,0,21300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8050,CE,0,0,0,22.6,0.65,0,0,300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8050,PE,0,0,0,500.8,1369.7,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8100,CE,8.5,11.25,7.4,7.4,0.5,3,24.3272,3600,100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8100,PE,0,0,0,511.6,1419.35,0,0,100,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8150,CE,0,0,0,11,0.4,0,0,700,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8150,PE,0,0,0,548.25,1469,0,0,100,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8200,CE,4.15,6.8,4.15,5.6,5.6,692,5678.3259,17600,-1900,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8200,PE,0,0,0,1325,1518.7,0,0,44200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8250,CE,0,0,0,56.65,0.2,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8300,CE,0,0,0,105.5,0.15,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8300,PE,0,0,0,1520,1618.2,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8400,CE,0,0,0,52.35,0.1,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8450,CE,0,0,0,73.3,0.05,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8500,CE,3.05,4.25,2.85,3.9,3.9,1180,10034.395,10700,3400,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8500,PE,1800,1800,1800,1800,1817.3,1,10.3,62900,-100,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8550,CE,0,0,0,67.2,0.05,0,0,400,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8600,CE,0,0,0,31.7,0.05,0,0,500,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8600,PE,0,0,0,1645.9,1916.9,0,0,300,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8650,CE,0,0,0,71.45,0.05,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8750,CE,0,0,0,56.6,0.05,0,0,200,0,02-APR-2026,
OPTSTK,EICHERMOT,28-Apr-2026,8800,CE,0,0,0,51.4,0.05,0,0,200,0,02-APR-2026,
