INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTIDX,NIFTY,28-Apr-2026,26350,PE,0,0,0,3321.5,3533.9,0,0,6045,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26400,CE,6.9,12,5.5,6.5,6.5,440,7552.2484,101400,-6435,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26400,PE,0,0,0,3400,3583.7,0,0,29900,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26450,CE,6.8,7.25,5.6,6.2,0.05,24,412.7136,9685,260,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26450,PE,0,0,0,3440,3633.5,0,0,585,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26500,CE,6.7,6.7,4.8,6.1,6.1,9340,160916.7272,724165,-10335,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26500,PE,4138.9,4152.55,3635,3705.65,3705.65,1033,20399.2392,470275,-18135,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26550,CE,6.7,6.7,5,6.55,0.05,29,500.5685,9945,130,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26550,PE,0,0,0,3475,3733.1,0,0,975,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26600,CE,5.1,7,4.05,6.4,6.4,342,5914.4742,44265,1885,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26600,PE,0,0,0,3700,3782.9,0,0,16185,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26650,CE,5.85,6.25,4.7,5.5,5.5,14,242.5601,5525,-780,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26650,PE,0,0,0,2548.85,3832.7,0,0,520,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26700,CE,5.05,6.35,4.25,5.8,5.8,482,8366.7877,100685,4940,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26700,PE,0,0,0,3680,3882.5,0,0,5655,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26750,CE,5,5,4,4,4,36,626.0664,5005,1430,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26750,PE,0,0,0,3017.45,3932.3,0,0,910,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26800,CE,4.85,5.25,3.3,4.75,4.75,311,5418.5556,121095,-2340,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26800,PE,0,0,0,4150,3982.1,0,0,6435,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26850,CE,5.1,5.1,3.65,4,0.05,34,593.4939,6175,65,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26850,PE,0,0,0,2718.3,4031.9,0,0,325,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26900,CE,4.75,5,3.75,4.85,4.85,289,5053.9888,49530,-2600,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26900,PE,0,0,0,4005,4081.7,0,0,1365,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26950,CE,4.5,5,4.5,5,5,4,70.0824,12090,130,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,26950,PE,0,0,0,4110,4131.5,0,0,975,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27000,CE,4.55,4.55,3.1,3.9,3.9,6550,114968.5375,1185925,-31265,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27000,PE,4600,4652,4109,4160.5,4160.5,1010,20614.7047,1112670,11505,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27050,CE,3.5,4.6,3.5,4.4,0.05,77,1354.04,12740,-2925,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27050,PE,0,0,0,1896.8,4231.15,0,0,390,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27100,CE,3.95,4.45,2.75,4.2,4.2,538,9478.1273,49140,-14495,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27100,PE,0,0,0,4332.75,4280.95,0,0,910,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27150,CE,0,0,0,5,0.05,0,0,19825,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27150,PE,0,0,0,1449.35,4330.75,0,0,390,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27200,CE,3.75,4.15,3,4,4,326,5764.4139,25805,3315,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27200,PE,4795,4795,4795,4795,4380.55,2,41.5935,845,-130,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27250,CE,3.2,4.45,2.8,4.45,4.45,40,708.5788,5330,-1235,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27250,PE,0,0,0,3108.15,4430.35,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27300,CE,3.9,4,2.4,3.35,3.35,267,4738.4877,85150,-8060,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27300,PE,0,0,0,4438.65,4480.15,0,0,2340,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27350,CE,3.6,4.45,2.8,3.65,3.65,32,568.9449,16965,130,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27350,PE,0,0,0,3204.75,4529.95,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27400,CE,3.25,3.7,2.7,3.4,3.4,155,2760.8608,97240,-2405,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27400,PE,0,0,0,4420,4579.75,0,0,1690,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27450,CE,0,0,0,3.45,0.05,0,0,5005,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27450,PE,0,0,0,3304.75,4629.55,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27500,CE,3.05,3.15,2.2,2.65,2.65,3968,70934.5424,438035,-28015,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27500,PE,5100,5161.6,4617.25,4682.9,4682.9,364,7660.5954,328900,-780,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27550,CE,3,3.45,1.35,3,3,304,5444.4678,21645,-3380,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27550,PE,0,0,0,4148.6,4729.2,0,0,195,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27600,CE,2.9,3.2,2.2,2.85,2.85,479,8594.1164,43940,13975,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27600,PE,0,0,0,4900,4779,0,0,1040,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27650,CE,2.55,3.7,2.2,3.25,3.25,140,2516.392,43225,-5135,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27650,PE,0,0,0,5000,4828.8,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27700,CE,3.4,3.4,1.7,2.55,2.55,1835,33041.8048,362180,27495,02-APR-2026,
OPTIDX,NIFTY,28-Apr-2026,27700,PE,4900,4900,4857.7,4862.45,4878.6,9,190.5408,10855,-65,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20100,CE,0,0,0,2979.95,2713.15,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20100,PE,0,0,0,2.2,0.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20150,CE,0,0,0,2930.7,2663.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20150,PE,0,0,0,2.5,0.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20200,CE,0,0,0,2881.5,2613.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20200,PE,0,0,0,2.85,0.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20250,CE,0,0,0,2832.3,2564.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20250,PE,0,0,0,3.3,0.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20300,CE,0,0,0,2783.2,2514.55,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20300,PE,0,0,0,3.75,0.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20350,CE,0,0,0,2734.15,2465,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20350,PE,0,0,0,4.3,0.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20400,CE,0,0,0,2685.15,2415.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20400,PE,0,0,0,4.9,1.15,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20450,CE,0,0,0,2636.25,2365.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20450,PE,0,0,0,5.6,1.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20500,CE,0,0,0,2587.4,2316.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20500,PE,0,0,0,6.35,1.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20550,CE,0,0,0,2538.65,2267,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20550,PE,0,0,0,7.2,1.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20600,CE,0,0,0,2490,2217.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20600,PE,0,0,0,8.1,2.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20650,CE,0,0,0,2441.45,2168.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20650,PE,0,0,0,9.15,2.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20700,CE,0,0,0,2393.05,2119.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20700,PE,0,0,0,10.35,3.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20750,CE,0,0,0,2344.75,2069.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20750,PE,0,0,0,11.6,3.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20800,CE,0,0,0,2296.6,2020.85,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20800,PE,0,0,0,13.05,4.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20850,CE,0,0,0,2248.55,1971.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20850,PE,0,0,0,14.6,5.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20900,CE,0,0,0,2200.7,1923.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20900,PE,0,0,0,16.35,6.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20950,CE,0,0,0,2153,1874.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,20950,PE,0,0,0,18.25,7.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21000,CE,0,0,0,2105.55,1825.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21000,PE,0,0,0,20.35,8.55,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21050,CE,0,0,0,2058.25,1777.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21050,PE,0,0,0,22.65,9.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21100,CE,0,0,0,2011.15,1729.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21100,PE,0,0,0,25.15,11.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21150,CE,0,0,0,1964.3,1681.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21150,PE,0,0,0,27.9,13.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21200,CE,0,0,0,1917.7,1633.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21200,PE,0,0,0,30.85,15.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21250,CE,0,0,0,1871.35,1586,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21250,PE,0,0,0,34.1,17.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21300,CE,0,0,0,1825.3,1538.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21300,PE,0,0,0,37.6,20,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21350,CE,0,0,0,1779.5,1491.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21350,PE,0,0,0,41.45,22.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21400,CE,0,0,0,1734.05,1445.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21400,PE,0,0,0,45.55,25.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21450,CE,0,0,0,1688.9,1398.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21450,PE,0,0,0,50.05,29.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21500,CE,0,0,0,1644.15,1353.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21500,PE,0,0,0,54.85,33.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21550,CE,0,0,0,1599.75,1307.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21550,PE,0,0,0,60.05,37.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21600,CE,0,0,0,1555.7,1262.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21600,PE,0,0,0,65.6,42.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21650,CE,0,0,0,1512.1,1218.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21650,PE,0,0,0,71.55,47.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21700,CE,0,0,0,1468.9,1174.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21700,PE,0,0,0,77.95,53.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21750,CE,0,0,0,1426.2,1130.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21750,PE,0,0,0,84.8,59.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21800,CE,0,0,0,1383.9,1087.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21800,PE,0,0,0,92.15,66.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21850,CE,0,0,0,1342.1,1045.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21850,PE,0,0,0,99.95,73.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21900,CE,0,0,0,1300.85,1003.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21900,PE,0,0,0,108.25,82,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21950,CE,0,0,0,1260.05,962.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,21950,PE,0,0,0,117.05,90.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22000,CE,0,0,0,1219.85,922.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22000,PE,427.5,444.25,398.8,412.05,412.05,139,2026.1813,8125,8125,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22050,CE,0,0,0,1180.2,883,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22050,PE,0,0,0,136.35,110.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22100,CE,0,0,0,1141.1,844.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22100,PE,0,0,0,146.9,121.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22150,CE,0,0,0,1102.65,806.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22150,PE,0,0,0,158,133.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22200,CE,0,0,0,1064.8,769.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22200,PE,0,0,0,169.7,145.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22250,CE,0,0,0,1028.45,732.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22250,PE,465,465,460,462.5,462.5,12,177.1575,390,390,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22300,CE,0,0,0,991.7,697.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22300,PE,0,0,0,290.1,173.85,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22350,CE,0,0,0,954.85,663.15,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22350,PE,0,0,0,208.55,189.15,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22400,CE,0,0,0,919.65,629.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22400,PE,0,0,0,222.95,205.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22450,CE,0,0,0,885.15,597.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22450,PE,0,0,0,238,222.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22500,CE,0,0,0,851.3,565.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22500,PE,0,0,0,253.8,240.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22550,CE,0,0,0,818.2,534.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22550,PE,0,0,0,270.3,259.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22600,CE,0,0,0,785.85,505.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22600,PE,0,0,0,287.5,280.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22650,CE,0,0,0,754.25,476.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22650,PE,0,0,0,305.5,301.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22700,CE,708.35,770.6,706.7,751.3,751.3,61,928.6663,3835,3835,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22700,PE,998.85,998.85,601.6,620.8,620.8,26,396.3085,1365,975,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22750,CE,0,0,0,693.3,422.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22750,PE,661.4,698.2,661.4,698.2,346.65,2,30.4587,130,130,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22800,CE,0,0,0,663.95,397.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22800,PE,842.2,842.2,642.45,642.45,642.45,11,168.1548,1755,585,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22850,CE,0,0,0,635.35,372.6,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22850,PE,0,0,0,384.95,396.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22900,CE,459.15,660,436.75,641.8,641.8,110,1679.6564,5590,4225,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22900,PE,0,0,0,406.75,422.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22950,CE,0,0,0,580.55,326.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,22950,PE,0,0,0,429.3,449.8,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23000,CE,0,0,0,554.3,305.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23000,PE,0,0,0,452.65,478.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23050,CE,0,0,0,528.85,284.85,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23050,PE,0,0,0,476.8,507.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23100,CE,0,0,0,504.1,265.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23100,PE,0,0,0,501.6,537.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23150,CE,0,0,0,480.2,246.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23150,PE,0,0,0,527.3,569,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23200,CE,0,0,0,457.05,229.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23200,PE,0,0,0,553.75,601.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23250,CE,0,0,0,434.7,212.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23250,PE,0,0,0,581,634.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23300,CE,0,0,0,413.1,197.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23300,PE,0,0,0,609,668.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23350,CE,408.3,425,408.3,425,425,3,46.3504,130,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23350,PE,0,0,0,637.75,703.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23400,CE,0,0,0,372.2,168.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23400,PE,0,0,0,667.25,739.15,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23450,CE,0,0,0,352.85,155.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23450,PE,0,0,0,697.5,775.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23500,CE,0,0,0,334.25,142.85,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23500,PE,0,0,0,830,813.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23550,CE,0,0,0,316.4,131.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23550,PE,0,0,0,760.2,851.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23600,CE,0,0,0,299.2,120.55,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23600,PE,0,0,0,792.65,890.35,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23650,CE,0,0,0,282.75,110.45,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23650,PE,0,0,0,825.75,930.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23700,CE,0,0,0,266.95,101.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23700,PE,0,0,0,859.55,970.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23750,CE,0,0,0,251.85,92.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23750,PE,0,0,0,894.05,1011.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23800,CE,175.15,265.2,165.85,257,257,119,1856.5414,4095,975,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23800,PE,0,0,0,929.15,1053.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23850,CE,0,0,0,223.6,76.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23850,PE,0,0,0,964.95,1095.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23900,CE,0,0,0,210.4,69.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23900,PE,0,0,0,900,1138.05,0,0,65,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23950,CE,0,0,0,198.85,63.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,23950,PE,0,0,0,1039.4,1181.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24000,CE,131.15,205.65,131.15,197.3,197.3,255,4004.5101,9750,3575,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24000,PE,0,0,0,1076.2,1225.2,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24050,CE,0,0,0,174.7,51.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24050,PE,0,0,0,1000,1269.5,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24100,CE,0,0,0,163.85,46.9,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24100,PE,0,0,0,1153.15,1314.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24150,CE,0,0,0,153.55,42.3,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24150,PE,0,0,0,1192.45,1359.4,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24200,CE,0,0,0,143.8,38.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24200,PE,0,0,0,1232.3,1404.95,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24250,CE,0,0,0,134.55,34.25,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24250,PE,0,0,0,1272.6,1450.85,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24300,CE,0,0,0,125.75,30.75,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24300,PE,0,0,0,1313.45,1497.1,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24350,CE,0,0,0,117.45,27.55,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24350,PE,0,0,0,1354.7,1543.7,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24400,CE,0,0,0,109.65,24.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24400,PE,0,0,0,1396.45,1590.55,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24450,CE,0,0,0,102.2,22.05,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24450,PE,0,0,0,1438.65,1637.65,0,0,0,0,02-APR-2026,
OPTIDX,NIFTY,05-May-2026,24500,CE,67.05,101.95,65.5,96.65,96.65,226,3611.1678,7605,6500,02-APR-2026,
