Account Name,Security,ISIN Code,Security Type Detail,Holding Quantity,Market Value,rate
SP US Large Cap Momentum Opportunity Fund,US46090E1038,US46090E1038,Shares - International Stock,44.0408,"25,419.47",577.180024
